quechua,normalizado,variantes,categoria,traduccion,definicion_completa
uksariy,uksariy,uksariy,tr.,"Lograr, alcanzar a realizar","Lograr, alcanzar a realizar."
uksichiy,uksichiy,"uksichiy, usyay",tr.,Azuzar. Incitar a un animal para que embista,Azuzar. Incitar a un animal para que embista.
uksiy,uksiy,"uksiy, tiqmuy",tr.,Hozar. Remover la tierra con el hocico,Hozar. Remover la tierra con el hocico.
ukuku,JUKUMARI,"ukuku, JUKUMARI, ukumari",s.,"Oso, sa Mamífero carnicero","Oso, sa Mamífero carnicero."
ukumari,JUKUMARI,"ukumari, JUKUMARI, ukuku",s.,"Oso, -sa. Mamífero carnicero","Oso, -sa. Mamífero carnicero."
ukhu kay,ukhu kay,ukhu kay,s.,"Profundidad, calidad de profundo","Profundidad, calidad de profundo."
ukhu pacha,ukhu pacha,ukhu pacha,neol.,s. Infierno. Lugar de castigo eterno. Abismo,s. Infierno. Lugar de castigo eterno. Abismo.
ukhu,ukhu,"ukhu, kurku",s.,Cuerpo humano,Cuerpo humano. | Cuerpo. Tronco. Kurku.
ukhu,ukhu,"ukhu, ruri",adj. y s.,Interior. Que está adentro,Interior. Que está adentro. | Ropa interior. Ukhuncha.
ukhu,ukhu,ukhu,adj.,"Profundo, -da. Que tiene el fondo muy distante de la boca del hoyo o cavidad","Profundo, -da. Que tiene el fondo muy distante de la boca del hoyo o cavidad."
ukhu,ukhu,ukhu,adj. y s.,Interior. Profundo,Interior. Profundo.
ukhu,ukhu,ukhu,adv.,Adentro. Lugar interior,Adentro. Lugar interior. | Al lugar interior. Ukhuman. | En el interior. Ukhupi.
ukhuchay,ukhuchay,"ukhuchay, p'ukruchay",tr.,Ahondar. Cavar profundizando,Ahondar. Cavar profundizando.
ukhulli,ukhulli,ukhulli,s.,"Reconditez, secreto","Reconditez, secreto."
ukhunay,ukhunay,ukhunay,tr.,Poner hacia el interior,"Poner hacia el interior. | Poner. Colocar. Churay. | Poner al revés. Tikray, jawanay. | Pone la olla al fogón. Churpuy."
ukhuncha,ukhuncha,ukhuncha,s.,Ropa interior,Ropa interior.
ukyachiy,ukyachiy,"ukyachiy, upyachiy",tr.,"Dar de beber, hacer beber","Dar de beber, hacer beber. | Abrevar. Dar de beber al ganado. ukyana pukyu, ukyana p'ukru. s. Abrevadero. Paraje del río, arroyo a manantial para dar de beber al ganado."
ukyana,ukyana,"ukyana, upyana",s.,Bebida. Líquido que se bebe,Bebida. Líquido que se bebe.
ukyana,ukyana,"ukyana, upyana",s.,Copa. Vaso común para beber,Copa. Vaso común para beber. | Copa para brindar. Suyk'u.
ukyay,ukyay,"ukyay, upyay",intr. y tr.,Beber. Ingerir un liquido,Beber. Ingerir un liquido.
ulala,ulala,"ulala, waraqu",s.,Cacto. Planta espinosa perenne,Cacto. Planta espinosa perenne.
ullkuqulla,ullkuqulla,"ullkuqulla, ullqa",s.,Manantial que nace entre las rocas de la montaña (JL),Manantial que nace entre las rocas de la montaña (JL).
ullpu kay,ullpu kay,"ullpu kay, yulli kay",s.,Humildad. Sumisión,Humildad. Sumisión.
ullpu,ullpu,"ullpu, yulli",adj.,Humilde. Que tiene humildad y sumisión,Humilde. Que tiene humildad y sumisión.
ullpuchiy,ullpuchiy,"ullpuchiy, willpuchiy",tr.,"Abatir el orgullo, altivez de uno","Abatir el orgullo, altivez de uno. | Humillar. Bajar, inclinar una parte del cuerpo en señal de acatamiento. K'umuchiy. | prnl. Humillarse, abatirse. Ullpukuy, willpukuy."
ullpukuy,ullpukuy,"ullpukuy, willpukuy",prnl.,"Humillarse, abatirse","Humillarse, abatirse. | tr. Humillar. Bajar, inclinar una parte del cuerpo en señal de acatamiento. K'umuchiy. | Abatir el orgullo, la altivez de uno. Ullpuchiy, willpuchiy."
ullpuykuq,ullpuykuq,ullpuykuq,adj.,"Humilde, modesto, que se rebaja voluntariamente","Humilde, modesto, que se rebaja voluntariamente."
ullpuykuy,ullpuykuy,ullpuykuy,intr.,"Humillarse, hacer actos de humildad","Humillarse, hacer actos de humildad."
ullphu,ullphu,ullphu,adj.,"Angustiado, abatido","Angustiado, abatido."
ullphukuy,ullphukuy,ullphukuy,prnl.,"Abatirse, angustiarse","Abatirse, angustiarse."
ullqa,ullqa,ullqa,s.,Manantial que brota entre piedras,Manantial que brota entre piedras.
ullti,ullti,ullti,s.,Saquillo. Bolsa pequeña,Saquillo. Bolsa pequeña.
ullu,ullu,ullu,s.,Pene. Órgano genital masculino,Pene. Órgano genital masculino.
ullu,ullu,ullu,s.,Verga. Miembro genital de los mamíferos,Verga. Miembro genital de los mamíferos.
ulluku,ulluku,ulluku,s.,"Papalisa, olluco, melloco","Papalisa, olluco, melloco."
uma chaki,uma chaki,uma chaki,adv.,"Cabeza abajo, patas arriba","Cabeza abajo, patas arriba."
uma muyu,uma muyu,uma muyu,s.,"Vahído, vértigo, mareo de la cabeza","Vahído, vértigo, mareo de la cabeza."
uma muyuy,uma muyuy,uma muyuy,s.,Mareo. Indisposición acompañada de vahídos. Vértigo,Mareo. Indisposición acompañada de vahídos. Vértigo.
uma tullu,uma tullu,"uma tullu, t'uqlu",s.,Calavera. Cráneo,Calavera. Cráneo.
uma,uma,"uma, urna runa",s.,"Jefe, -fa. Superior de un cuerpo u oficios","Jefe, -fa. Superior de un cuerpo u oficios."
uma,uma,"uma, urna runa",s.,Dirigente,Dirigente.
uma,uma,"uma, umacha, mukuku",s.,"Cumbre. Cima, cúspide, pináculo","Cumbre. Cima, cúspide, pináculo."
uma,uma,uma,s.,Cabeza,Cabeza.
umacha,umacha,"umacha, mukuku",s.,"Cima. Cumbre, cúspide","Cima. Cumbre, cúspide."
umachay,umachay,"umachay, umalliy",tr.,Encabezar. Acaudillar,Encabezar. Acaudillar. | Poner el encabezamiento en un escrito. Poner título. Umalliy.
umachay,umachay,umachay,tr.,"Orientar, guiar. Umachakuspa sumaqta parlanayki tiyan: Orientándote, tienes que hablar bien","Orientar, guiar. Umachakuspa sumaqta parlanayki tiyan: Orientándote, tienes que hablar bien."
umalla,umalla,"umalla, qallari",s.,"Iniciación, inicio, comienzo","Iniciación, inicio, comienzo."
umalli,umalli,umalli,s.,Título. Rótulo,Título. Rótulo.
umallichiy,umallichiy,"umallichiy, yachachiy",tr.,"Aleccionar. Enseñar, instruir","Aleccionar. Enseñar, instruir."
umallikuy,umallikuy,umallikuy,prnl.,"Imaginarse, concebir","Imaginarse, concebir. | Comprender. Jap'iqay."
umalliy,umalliy,"umalliy, yuyay",tr.,"Imaginar. Formar imágenes en la mente. umana, timina, wanana. adj. Desobediente. Rebelde, recalcitrante. umannay, qhuruy, kunka qhuruy","Imaginar. Formar imágenes en la mente. umana, timina, wanana. adj. Desobediente. Rebelde, recalcitrante. umannay, qhuruy, kunka qhuruy,"
qhuruchiy,qhuruchiy,"qhuruchiy, muruy",tr.,Decapitar. Cortar la cabeza,Decapitar. Cortar la cabeza.
umantu,umantu,umantu,s.,Una variedad de pez del lago Titicaca,Una variedad de pez del lago Titicaca.
umasapa,umasapa,umasapa,adj.,"fam. Cabezón, -na. Cabezudo, de cabeza grande","fam. Cabezón, -na. Cabezudo, de cabeza grande."
umayuq,umayuq,"umayuq, yuyayniyuq, yuyaysapa",adj. y s.,"Inteligente. Sabio, perito. umayuq. Muriku. adj. Ingenioso, -sa. Con ingenio e imaginación","Inteligente. Sabio, perito. umayuq. Muriku. adj. Ingenioso, -sa. Con ingenio e imaginación."
umiña,umiña,"umiña, piñi",s.,"alhaja. Joya, presea","alhaja. Joya, presea."
umiña,umiña,umiña,s.,"Piedra preciosa, en general","Piedra preciosa, en general. | Piedra. Rumi."
umiy,umiy,umiy,tr.,"Alimentar las aves a sus polluelos mediante el pico. umphu, qarwa runa, wañuq wañuq","Alimentar las aves a sus polluelos mediante el pico. umphu, qarwa runa, wañuq wañuq,"
chullchu,chullchu,"chullchu, chullchuq",adj.,"Achacoso, que padece achaque habitual","Achacoso, que padece achaque habitual."
umphu,umphu,"umphu, umphusqa",adj.,"Decaído, -da. Abatido","Decaído, -da. Abatido."
umphuy,umphuy,umphuy,intr.,"Descaecer. Decaer, estar agobiado","Descaecer. Decaer, estar agobiado. | Perder las fuerzas. Chullchuy, kallpamanay."
umphuy,umphuy,umphuy,intr.,"Postrarse, sentirse sin aliento, decaído","Postrarse, sentirse sin aliento, decaído."
umu,umu,umu,s.,Sacerdote dentro de la religión incaica,Sacerdote dentro de la religión incaica.
umu,umu,"umu, watuq, wamuni",s.,Adivino. Persona que adivina,"Adivino. Persona que adivina. | fig. Hechicero, brujo. Layqa. umulli, watuq. Wamuni. adj. Agorero. Que predice por agüeros. umulliku, wamufliku. Raki, tapya (8). s. Agüero. Presagio de cosa futura."
umulliy,umulliy,umulliy,tr.,"Predecir, vaticinar","Predecir, vaticinar. | Watuy. Adivinar, presagiar. | Achikuy. Agorar. Predecir, presagiar con granos de maíz y estiércol de llama."
umutu,umutu,"umutu, t'inri",adj.,Enano,Enano.
umya,umya,umya,s.,Tropel. Movimiento acelerado y ruidoso de varias personas o cosas que se mueven con desorden,Tropel. Movimiento acelerado y ruidoso de varias personas o cosas que se mueven con desorden.
umyay,umyay,umyay,intr.,"Ir en tropel, marchar varios cada uno a su propio ritmo","Ir en tropel, marchar varios cada uno a su propio ritmo."
una,una,una,s.,Duración. Período de tiempo. Acto de durar,Duración. Período de tiempo. Acto de durar.
unachay,unachay,unachay,tr.,"Alargar, dilatar","Alargar, dilatar."
unachiy,unachiy,"unachiy, unarichiy",tr.,"Retardar. Retrasar, dilatar","Retardar. Retrasar, dilatar. | intr. Demorar. Unay, unakuy."
unakuy,unakuy,unakuy,prnl.,"Tardarse, ir o llegar tarde","Tardarse, ir o llegar tarde."
unancha wiphala,unancha wiphala,unancha wiphala,s.,Estandarte,Estandarte.
unancha,unancha,unancha,s.,Idea. Representación mental de una cosa real o imaginaria,Idea. Representación mental de una cosa real o imaginaria.
unancha,unancha,unancha,s.,"Insignia. Distintivo, señal honorífica","Insignia. Distintivo, señal honorífica. | Señal. Marca. Chimpu. | Signo alfabético. Sananpa. | Signo trazado para distiguir o separar alguna cosa. Tuyru. | Mojón, hito. Saywa."
unancha,unancha,unancha,s.,Símbolo. Expresión sensible de algo inmaterial,Símbolo. Expresión sensible de algo inmaterial.
unanchay,unanchay,"unanchay, jamut'ay",tr.,"Considerar. Pensar, meditar, reflexionar una cosa con atención y cuidado","Considerar. Pensar, meditar, reflexionar una cosa con atención y cuidado."
unanchay,unanchay,unanchay,tr.,Discernir. Distinguir una cosa de otra,Discernir. Distinguir una cosa de otra.
unanchay,unanchay,unanchay,tr. e intr.,Simbolizar. Representar una idea por medio de un símbolo,Simbolizar. Representar una idea por medio de un símbolo.
unanchay,unanchay,unanchay,tr.,Entender. Comprender claramente,"Entender. Comprender claramente. | Percibir, comprender. Jap'iqay."
unanchay,unanchay,unanchay,tr.,Señalar una cosa para algún efecto,Señalar una cosa para algún efecto. | Determinar. Tomar resolución. Jamufay.
unaq,unaq,unaq,adj.,"Duradero, -ra. De larga duración","Duradero, -ra. De larga duración."
unarichiy,unarichiy,"unarichiy, unachiy",tr.,"Retardar. Retrasar, dilatar","Retardar. Retrasar, dilatar."
unay,unay,"unay, wayma pachapi, ñawpa pachapi",adv.,El tiempo antiguo,El tiempo antiguo. | Qayna watapi. Antaño. Año que precedió al corriente.
unay,unay,unay,intr.,"Tardar. Demorar, emplear demasiado tiempo en hacer algo","Tardar. Demorar, emplear demasiado tiempo en hacer algo."
unay,unay,unay,s.,Transcurso del tiempo,Transcurso del tiempo. | Tiempo largo.
unayay,unayay,unayay,intr.,"Hacerse añejo, antiguo","Hacerse añejo, antiguo."
unayniyuq,unayniyuq,unayniyuq,adj. y s.,"Añejo, antiguo, que tiene mucho tiempo. unkaka, q'ara chupa, achuqalla. s. Zarigüeya. Mamífero didelfo, propio de América","Añejo, antiguo, que tiene mucho tiempo. unkaka, q'ara chupa, achuqalla. s. Zarigüeya. Mamífero didelfo, propio de América."
unkaku,unkaku,"unkaku, atuq",s.,"Zorro, -rra. unkaylla (<A). s. Yaguasa. Pato silvestre. unku. Ampi, utkhu. s. Algodón. Planta textil","Zorro, -rra. unkaylla (<A). s. Yaguasa. Pato silvestre. unku. Ampi, utkhu. s. Algodón. Planta textil."
unku,unku,"unku, unkhu, unkuku",s.,"Camiseta. Prenda de vestir de los hombres. unkuña (<A). s. Especie de servilleta en que las mujeres lían la ropa u otras cosas pequeñas. unquli, unquyli, unqulli. adj. Enfermizo, -za. De poca salud","Camiseta. Prenda de vestir de los hombres. unkuña (<A). s. Especie de servilleta en que las mujeres lían la ropa u otras cosas pequeñas. unquli, unquyli, unqulli. adj. Enfermizo, -za. De poca salud. | Niño enfermizo. Iqu."
unqusqa,unqusqa,unqusqa,adj. y s.,"Enfermo, -ma. Que no goza de salud","Enfermo, -ma. Que no goza de salud. | . s. Unquq. El o la que suele enfermarse."
unquy,unquy,"unquy, unquykuy",intr.,Enfermar. Contraer enfermedad el hombre o el animal,Enfermar. Contraer enfermedad el hombre o el animal.
unquy,unquy,unquy,s.,Enfermedad,Enfermedad.
unu killa,unu killa,unu killa,s.,Luna nueva,Luna nueva. | Luna. Killa. | Luna llena. Pura killa. | Cuarto creciente. Chawpi killa. | Cuarto menguante. Wañu killa.
unu,unu,"unu, yaku",s.,Agua,"Agua. | Agua clara. Ch'uya yaku. Churaq yaku. unuchiy, unuyachiy, yakuyachiy. tr. Licuar. Derretir, convertir en líquido. | prnl. Licuarse. Yakuyay, unuyay."
ununayay,ununayay,ununayay,intr. y tr.,"Desear agua, tener sed. unuyachiy, unuchiy, yakuyachiy. tr. Licuar. Derretir, convertir en líquido","Desear agua, tener sed. unuyachiy, unuchiy, yakuyachiy. tr. Licuar. Derretir, convertir en líquido. | prnl. Licuarse. Yakuyay, unuyay."
unuyachiy,unuyachiy,unuyachiy,tr.,"Fundir la cera, los metales, etc. unuyay, chulluy, yakuyay. Derretirse. Licuarse por el calor","Fundir la cera, los metales, etc. unuyay, chulluy, yakuyay. Derretirse. Licuarse por el calor. | . tr. Licuar. Derretir, convertir en líquido. Unuchiy, unuyachiy, yakuyachiy."
unuyay,unuyay,unuyay,prnl.,Diluirse. Disolverse,Diluirse. Disolverse.
uña allqu,uña allqu,uña allqu,s.,Cachorro. Perro de poca edad,Cachorro. Perro de poca edad.
uña wawa,uña wawa,"uña wawa, wawa",s.,"Nene, -na. Niño pequeño","Nene, -na. Niño pequeño. | Criatura. Niño recién nacido o de poco tiempo. Wawa. | Feto antes de nacer. Sullu."
uña,uña,uña,s.,Cría. Animal pequeño,Cría. Animal pequeño. | Cría pequeña de la oveja generalmente domesticada. Chita. | Cría de la llama. Tiwi.
unya,unya,"unya, unyay",s.,Zumbido. Ruido sordo y continuo,Zumbido. Ruido sordo y continuo.
unyay,unyay,"unyay, wanway",intr.,Zumbar. Producir un sonido sordo y continuado ciertos insectos al volar,Zumbar. Producir un sonido sordo y continuado ciertos insectos al volar. | Zumbar en el oído. Rukhukukuy.
upa,upa,"upa, amu",adj. y s.,"Mudo, -da. Privado del habla","Mudo, -da. Privado del habla."
upa,upa,"upa, upalla",adj.,"Callado, -da","Callado, -da."
upa,upa,upa,adj. y s.,"fam. Zopenco, -ca. Tonto, bruto. upa (<C). fig. despect. adj. y s. Idiota. Imbécil, estúpido","fam. Zopenco, -ca. Tonto, bruto. upa (<C). fig. despect. adj. y s. Idiota. Imbécil, estúpido."
upalu,upalu,"upalu, t'ara, thamalu",adj. y s.,"Bobo, -ba. De corto entendimiento","Bobo, -ba. De corto entendimiento."
upallachiy,upallachiy,upallachiy,tr.,"Acallar, hacer callar","Acallar, hacer callar."
upallay,upallay,"upallay, upa tukuy",intr.,"Enmudecerse, quedarse callado. upatakuy, amuyay, upayay. intr. Enmudecer. Quedar callado","Enmudecerse, quedarse callado. upatakuy, amuyay, upayay. intr. Enmudecer. Quedar callado. | tr. Hacer callar. Amuyachiy, upayachiy."
upayachiy,upayachiy,"upayachiy, amuyachiy",tr.,Hacer callar,"Hacer callar. | intr. Enmudecer. Quedar callado. Amuyay, upayay, upa tukuy."
upayay,upayay,upayay,intr.,"Enmudecerse, quedarse callado","Enmudecerse, quedarse callado."
upaykuy,upaykuy,upaykuy,tr.,"Reverenciar, rendir homenaje","Reverenciar, rendir homenaje."
upi,upi,upi,s. y adj.,Chicha no acabada de fermentar,Chicha no acabada de fermentar.
upi y,upi y,"upi y, suq'uy",tr.,Sorber. Beber aspirando,Sorber. Beber aspirando.
upsa,upsa,"upsa, panqu",s.,Pasto. Hierba que pace el ganado,Pasto. Hierba que pace el ganado. | Acción de pastar. Michiy | Hierba verde que se da a los animales herbívoros. Q'achu.
upsachiy,upsachiy,"upsachiy, michiy",tr.,Cuidar el ganado mientras pace,"Cuidar el ganado mientras pace. | Pastar. Llevar o conducir el ganado al pasto. Michimuy | intr. Pacer, comer pasto el ganado. Upsay, upsakuy."
upsakuy,upsakuy,"upsakuy, upsay",prnl.,"Pacer, comer pasto el ganado","Pacer, comer pasto el ganado. | tr. Pastar. Llevar o conducir el ganado al pasto. Michimuy. | Cuidar el ganado mientras pace. Michiy upsachiy."
upsay,upsay,"upsay, upsakuy",intr. y tr.,Pacer. Comer el ganado la hierba. uphakuy. r. Lavarse la cara,"Pacer. Comer el ganado la hierba. uphakuy. r. Lavarse la cara. | T'aqsay tr. Lavar la ropa o cabello. | Mayllay, maylliy, maqchhiy. Lavar el cuerpo, objetos, etc. | prnl. Lavarse el cuerpo o las manos. Mayllakuy. | Lavarse el cabello. T'aqsakuy."
uphay,uphay,uphay,tr.,Lavar la cara,"Lavar la cara. | Lavar la ropa o cabello. T'aqsay. | Lavar el cuerpo, objetos, etc. Mayllay, maylliy, maqchhiy."
upyana,upyana,"upyana, ukyana",s.,Bebida. Líquido que se bebe,Bebida. Líquido que se bebe.
upyana,upyana,"upyana, ukyana",s.,Copa. Vaso común para beber,Copa. Vaso común para beber. | Copa para brindar. Suyk'u.
upyay,upyay,"upyay, ukyay",intr. y tr.,Beber. Ingerir un líquido,Beber. Ingerir un líquido.
uqa,uqa,uqa,s.,Oca (<Q),Oca (<Q).
uqi,uqi,uqi,adj.,Color plomo. De color ceniza,"Color plomo. De color ceniza. | s. Plomo. Metal pesado, de color gris ligeramente azulado. Titi. uqllanakuy, mak'allinakuy. rec. Abrazarse."
uqllay,uqllay,"uqllay, mak'alliy",tr.,Abrazar. Ceñir con los brazos,Abrazar. Ceñir con los brazos.
uqllay,uqllay,"uqllay, uqllu, mak'alli",s.,Abrazo,Abrazo.
uqllay,uqllay,uqllay,intr.,"Incubar. Empollar, ponerse el ave sobre los huevos para calentarlos y sacar las crías","Incubar. Empollar, ponerse el ave sobre los huevos para calentarlos y sacar las crías."
uquli,uquli,"uquli, wap'u, saksapu",adj. y s.,"Glotón, -na. Que come mucho y con ansia","Glotón, -na. Que come mucho y con ansia."
uququ,uququ,"uququ, tuqu tuqu",s.,Sapo de gran tamaño,Sapo de gran tamaño.
uqurqa,uqurqa,uqurqa,adj.,Mofletudo. Que tiene carrillos muy abultados,Mofletudo. Que tiene carrillos muy abultados.
uqurqa,uqurqa,uqurqa,s.,"Carrillo. Parte carnosa de la cara, debajo de la mejilla","Carrillo. Parte carnosa de la cara, debajo de la mejilla. | Moflete."
uquti,uquti,uquti,s.,Anat. Ano. Recto. Sieso,Anat. Ano. Recto. Sieso.
uquy,uquy,uquy,tr. e intr.,"Tragar, comer a prisa y a boca llena","Tragar, comer a prisa y a boca llena. | Tragar. Hacer que una cosa pase por el tragadero. Millp'uy."
uqharichiy,JUQHARICHIY,"uqharichiy, JUQHARICHIY",tr.,"Sublevar. Alzar en rebelión, sedición o motín","Sublevar. Alzar en rebelión, sedición o motín."
uqharisqa jallp'a,uqharisqa jallp'a,"uqharisqa jallp'a, JUQHARISQA jallp'a",s.,Barbecho. Tierra de labor que no se siembra durante uno o más años,"Barbecho. Tierra de labor que no se siembra durante uno o más años. | Roturación de la tierra. Chakma, kuski. uqhariy, JUQHARIY, sayarichiy. tr. Edificar materialmente. | Fundar. Crear, establecer. Takyachiy, tiksiy, tiqsiy, t'iqsiy. | Erigir, levantar. Sayarichiy."
uqhariy,JUQHARIY,"uqhariy, JUQHARIY",tr.,"Levantar. Elevar, alzar, mover de abajo hacia arriba una cosa","Levantar. Elevar, alzar, mover de abajo hacia arriba una cosa. | Edificar. Juqhariy, juqariy, uqhariy. | prnl. Levantarse, ponerse de pie. Jatariy. | tr. Hacer levantar. Jatarichiy. | Poner erguido o de pie. Sayarichiy."
uqhu,uqhu,"uqhu, ch'ura",s.,Pantano. Tierra anegada,Pantano. Tierra anegada.
uqhu,uqhu,uqhu,adj.,"De mala suerte, desafortunado","De mala suerte, desafortunado."
uqhuchay,uqhuchay,uqhuchay,tr.,Contagiar la mala suerte,Contagiar la mala suerte.
uqhururu,uqhururu,uqhururu,s.,Berro. Planta comestible y medicinal que crece en lugares aguanosos. ura (<C). s. Hora,Berro. Planta comestible y medicinal que crece en lugares aguanosos. ura (<C). s. Hora.
ura,ura,"ura, uranpi",adv.,Debajo. En lugar inferior,Debajo. En lugar inferior.
ura,ura,"ura, urin",adj.,"Bajo, -ja. Lo que está en un lugar inferior respecto a otras cosas de la misma clase","Bajo, -ja. Lo que está en un lugar inferior respecto a otras cosas de la misma clase."
uranchay,uranchay,"uranchay, urachay",tr.,Bajar una cosa de un lugar elevado,"Bajar una cosa de un lugar elevado. | Bajar. Descender. intr. Uraykuy, uraqay."
uranchay,uranchay,uranchay,tr.,Colocar debajo,Colocar debajo.
uranpi,uranpi,uranpi,adv.,Debajo. En lugar inferior,Debajo. En lugar inferior.
uraqay,uraqay,"uraqay, Uraykuy",intr.,Abajar. Bajar,Abajar. Bajar.
urawa,urawa,urawa,s.,Flor de maíz,Flor de maíz.
ur ay,ur ay,ur ay,adv.,Abajo. Hacia lugar o parte inferior,Abajo. Hacia lugar o parte inferior.
